accession	BinID	NewContigID	OldContigId	ContigIdMerge	ContigNewLength	ContigOldLength	GC	ProteinID	ProteinGC	ProteinLength	Prokka
GCA_000008085-CALJACFG_04090	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04090	0.069	144	Translation initiation factor 5A
GCA_000008085-CALJACFG_04100	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04100	0.039	328	Glutamyl-tRNA(Gln) amidotransferase subunit E
GCA_000008085-CALJACFG_04110	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04110	0.05	393	hypothetical protein
GCA_000008085-CALJACFG_04120	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04120	0.112	98	50S ribosomal protein L21e
GCA_000008085-CALJACFG_04130	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04130	0.057	210	G/T mismatches repair enzyme
GCA_000008085-CALJACFG_04140	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04140	0.077	284	Methionine aminopeptidase
GCA_000008085-CALJACFG_04150	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04150	0.133	45	DNA-directed RNA polymerase subunit P
GCA_000008085-CALJACFG_04160	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04160	0.057	330	Holliday junction ATP-dependent DNA helicase RuvB
GCA_000008085-CALJACFG_04170	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04170	0.055	216	hypothetical protein
GCA_000008085-CALJACFG_04180	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04180	0.081	307	putative deoxyhypusine synthase
GCA_000008085-CALJACFG_04190	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04190	0.071	1047	hypothetical protein
GCA_000008085-CALJACFG_04200	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04200	0.043	253	Translation initiation factor 2 subunit alpha
GCA_000008085-CALJACFG_04210	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04210	0.047	296	hypothetical protein
GCA_000008085-CALJACFG_04220	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04220	0.037	158	hypothetical protein
GCA_000008085-CALJACFG_04230	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04230	0.015	200	hypothetical protein
GCA_000008085-CALJACFG_04240	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04240	0.023	260	hypothetical protein
GCA_000008085-CALJACFG_04250	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04250	0.036	462	hypothetical protein
GCA_000008085-CALJACFG_04260	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04260	0.018	54	hypothetical protein
GCA_000008085-CALJACFG_04270	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04270	0.028	69	hypothetical protein
GCA_000008085-CALJACFG_04280	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04280	0.029	103	hypothetical protein
GCA_000008085-CALJACFG_04290	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04290	0.069	443	cytosol aminopeptidase
GCA_000008085-CALJACFG_04300	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04300	0.072	96	hypothetical protein
GCA_000008085-CALJACFG_04310	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04310	0.051	193	hypothetical protein
GCA_000008085-CALJACFG_04320	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04320	0.081	232	Lon protease
GCA_000008085-CALJACFG_04330	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04330	0.071	112	hypothetical protein
GCA_000008085-CALJACFG_04340	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04340	0.052	512	Proline--tRNA ligase
GCA_000008085-CALJACFG_04350	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04350	0.068	421	hypothetical protein
GCA_000008085-CALJACFG_04360	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04360	0.077	1242	DNA polymerase II large subunit
GCA_000008085-CALJACFG_04370	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04370	0.033	179	hypothetical protein
GCA_000008085-CALJACFG_04380	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04380	0.041	72	hypothetical protein
GCA_000008085-CALJACFG_04390	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04390	0.073	230	putative ABC transporter ATP-binding protein
GCA_000008085-CALJACFG_04400	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04400	0.05	217	Diphthine synthase
GCA_000008085-CALJACFG_04410	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04410	0.072	125	Holliday junction resolvase Hjc
GCA_000008085-CALJACFG_04420	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04420	0.066	433	tRNA sulfurtransferase
GCA_000008085-CALJACFG_04430	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04430	0.039	714	hypothetical protein
GCA_000008085-CALJACFG_04440	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04440	0.081	318	DNA repair and recombination protein RadA
GCA_000008085-CALJACFG_04450	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04450	0.05	374	DNA-directed RNA polymerase subunit A''
GCA_000008085-CALJACFG_04460	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04460	0.034	58	hypothetical protein
GCA_000008085-CALJACFG_04470	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04470	0.057	104	hypothetical protein
GCA_000008085-CALJACFG_04480	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04480	0.038	131	hypothetical protein
GCA_000008085-CALJACFG_04490	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04490	0.055	430	Replication factor C large subunit
GCA_000008085-CALJACFG_04500	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04500	0.095	198	hypothetical protein
GCA_000008085-CALJACFG_04510	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04510	0.095	84	hypothetical protein
GCA_000008085-CALJACFG_04520	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04520	0.09	321	50S ribosomal protein L3
GCA_000008085-CALJACFG_04530	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04530	0.061	196	hypothetical protein
GCA_000008085-CALJACFG_04540	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04540	0.108	46	hypothetical protein
GCA_000008085-CALJACFG_04550	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04550	0.071	575	Reverse gyrase
GCA_000008085-CALJACFG_04560	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04560	0.029	240	hypothetical protein
GCA_000008085-CALJACFG_04570	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04570	0.068	465	Protein-export membrane protein SecD
GCA_000008085-CALJACFG_04580	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04580	0.039	251	Protein-export membrane protein SecF
GCA_000008085-CALJACFG_04590	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04590	0.045	332	hypothetical protein
GCA_000008085-CALJACFG_04600	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04600	0.084	295	tRNA (guanine(10)-N2)-dimethyltransferase
GCA_000008085-CALJACFG_04610	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04610	0.076	775	hypothetical protein
GCA_000008085-CALJACFG_04620	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04620	0.083	180	hypothetical protein
GCA_000008085-CALJACFG_04630	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04630	0.048	184	hypothetical protein
GCA_000008085-CALJACFG_04640	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04640	0.052	249	hypothetical protein
GCA_000008085-CALJACFG_04650	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04650	0.057	190	hypothetical protein
GCA_000008085-CALJACFG_04660	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04660	0.154	155	hypothetical protein
GCA_000008085-CALJACFG_04670	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04670	0.141	317	hypothetical protein
GCA_000008085-CALJACFG_04680	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04680	0.136	117	hypothetical protein
GCA_000008085-CALJACFG_04690	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04690	0.066	136	30S ribosomal protein S9
GCA_000008085-CALJACFG_04700	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04700	0.067	118	hypothetical protein
GCA_000008085-CALJACFG_04710	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04710	0.006	164	hypothetical protein
GCA_000008085-CALJACFG_04720	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04720	0.064	186	50S ribosomal protein L10e
GCA_000008085-CALJACFG_04730	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04730	0.064	170	Archaemetzincin
GCA_000008085-CALJACFG_04740	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04740	0.052	227	DNA-directed RNA polymerase subunit D
GCA_000008085-CALJACFG_04750	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04750	0.094	243	hypothetical protein
GCA_000008085-CALJACFG_04760	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04760	0.087	342	putative tRNA pseudouridine synthase B
GCA_000008085-CALJACFG_04770	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04770	0.068	73	hypothetical protein
GCA_000008085-CALJACFG_04780	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04780	0.062	270	hypothetical protein
GCA_000008085-CALJACFG_04790	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04790	0.061	776	Methionine--tRNA ligase
GCA_000008085-CALJACFG_04800	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04800	0.056	246	Tat-linked quality control protein TatD
GCA_000008085-CALJACFG_04810	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04810	0.07	312	hypothetical protein
GCA_000008085-CALJACFG_04820	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04820	0.075	239	hypothetical protein
GCA_000008085-CALJACFG_04830	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04830	0.044	250	RIO-type serine/threonine-protein kinase Rio1
GCA_000008085-CALJACFG_04840	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04840	0.075	160	Inorganic pyrophosphatase
GCA_000008085-CALJACFG_04850	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04850	0.11	678	hypothetical protein
GCA_000008085-CALJACFG_04860	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04860	0.039	280	RIO-type serine/threonine-protein kinase Rio1
GCA_000008085-CALJACFG_04870	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04870	0.075	397	Ribosome-binding ATPase YchF
GCA_000008085-CALJACFG_04880	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04880	0.058	444	Ribonuclease J
GCA_000008085-CALJACFG_04890	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04890	0.091	153	30S ribosomal protein S13
GCA_000008085-CALJACFG_04900	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04900	0.078	393	hypothetical protein
GCA_000008085-CALJACFG_04910	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04910	0.102	127	30S ribosomal protein S8e
GCA_000008085-CALJACFG_04920	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04920	0.107	56	hypothetical protein
GCA_000008085-CALJACFG_04930	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04930	0.042	71	hypothetical protein
GCA_000008085-CALJACFG_04940	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04940	0.075	158	hypothetical protein
GCA_000008085-CALJACFG_04950	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04950	0.067	206	hypothetical protein
GCA_000008085-CALJACFG_04960	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04960	0.096	354	Cell division protein FtsZ
GCA_000008085-CALJACFG_04970	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04970	0.068	823	VCP-like ATPase
GCA_000008085-CALJACFG_04980	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04980	0.04	171	hypothetical protein
GCA_000008085-CALJACFG_04990	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_04990	0.049	283	hypothetical protein
GCA_000008085-CALJACFG_05000	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_05000	0.112	89	hypothetical protein
GCA_000008085-CALJACFG_05010	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_05010	0.076	234	30S ribosomal protein S4e
GCA_000008085-CALJACFG_05020	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_05020	0.053	507	Phenylalanine--tRNA ligase beta subunit
GCA_000008085-CALJACFG_05030	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_05030	0.066	135	30S ribosomal protein S19
GCA_000008085-CALJACFG_05040	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_05040	0.056	230	30S ribosomal protein S3
GCA_000008085-CALJACFG_05050	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_05050	0.064	139	Transcription factor E
GCA_000008085-CALJACFG_05060	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_05060	0.049	101	hypothetical protein
GCA_000008085-CALJACFG_05070	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_05070	0.011	170	hypothetical protein
GCA_000008085-CALJACFG_05080	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_05080	0.006	153	hypothetical protein
GCA_000008085-CALJACFG_05090	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_05090	0.061	308	Sodium/calcium exchanger MaX1
GCA_000008085-CALJACFG_05100	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_05100	0.051	154	30S ribosomal protein S15
GCA_000008085-CALJACFG_05110	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_05110	0.042	118	50S ribosomal protein L18e
GCA_000008085-CALJACFG_05120	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_05120	0.245	53	DNA polymerase II large subunit
GCA_000008085-CALJACFG_05130	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_05130	0.144	236	hypothetical protein
GCA_000008085-CALJACFG_05140	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_05140	0.073	122	hypothetical protein
GCA_000008085-CALJACFG_05150	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_05150	0.044	468	hypothetical protein
GCA_000008085-CALJACFG_05160	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_05160	0.108	313	Dihydrolipoyl dehydrogenase
GCA_000008085-CALJACFG_05170	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_05170	0.074	229	hypothetical protein
GCA_000008085-CALJACFG_05180	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_05180	0.095	314	tRNA N6-adenosine threonylcarbamoyltransferase
GCA_000008085-CALJACFG_05190	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_05190	0.094	349	7-carboxy-7-deazaguanine synthase
GCA_000008085-CALJACFG_05200	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_05200	0.05	494	tRNA(Met) cytidine acetyltransferase TmcA
GCA_000008085-CALJACFG_05210	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_05210	0.073	574	putative translation initiation factor IF-2
GCA_000008085-CALJACFG_05220	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_05220	0.023	167	hypothetical protein
GCA_000008085-CALJACFG_05230	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_05230	0.075	133	hypothetical protein
GCA_000008085-CALJACFG_05240	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_05240	0.081	356	hypothetical protein
GCA_000008085-CALJACFG_05250	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_05250	0.034	172	RNA 2',3'-cyclic phosphodiesterase
GCA_000008085-CALJACFG_05260	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_05260	0.031	161	hypothetical protein
GCA_000008085-CALJACFG_05270	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_05270	0.034	86	hypothetical protein
GCA_000008085-CALJACFG_05280	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_05280	0.07	355	hypothetical protein
GCA_000008085-CALJACFG_05290	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_05290	0.085	870	DNA-directed RNA polymerase subunit A'
GCA_000008085-CALJACFG_05300	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_05300	0.054	255	hypothetical protein
GCA_000008085-CALJACFG_05310	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_05310	0.064	483	Phenylalanine--tRNA ligase alpha subunit
GCA_000008085-CALJACFG_05320	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_05320	0.161	62	hypothetical protein
GCA_000008085-CALJACFG_05330	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_05330	0.021	91	DNA-directed RNA polymerase subunit H
GCA_000008085-CALJACFG_05340	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_05340	0.059	201	30S ribosomal protein S2
GCA_000008085-CALJACFG_05350	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_05350	0.067	567	DNA ligase
GCA_000008085-CALJACFG_05360	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_05360	0.072	96	hypothetical protein
GCA_000008085-CALJACFG_05370	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_05370	0.02	146	hypothetical protein
GCA_000008085-CALJACFG_05380	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_05380	0.069	372	putative metallohydrolase
GCA_000008085-CALJACFG_05390	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_05390	0.054	349	DNA double-strand break repair helicase HerA
GCA_000008085-CALJACFG_05400	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_05400	0.035	84	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C
GCA_000008085-CALJACFG_05410	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_05410	0.045	220	hypothetical protein
GCA_000008085-CALJACFG_05420	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_05420	0.013	216	N-glycosylase/DNA lyase
GCA_000008085-CALJACFG_05430	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_05430	0.036	83	Prefoldin subunit beta
GCA_000008085-CALJACFG_05440	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_05440	0.049	261	hypothetical protein
GCA_000008085-CALJACFG_05450	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_05450	0.077	206	Translation initiation factor 6
GCA_000008085-CALJACFG_05460	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_05460	0.062	129	hypothetical protein
GCA_000008085-CALJACFG_05470	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_05470	0.08	62	hypothetical protein
GCA_000008085-CALJACFG_05480	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_05480	0.027	37	hypothetical protein
GCA_000008085-CALJACFG_05490	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_05490	0.092	250	Proteasome subunit alpha
GCA_000008085-CALJACFG_05500	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_05500	0.083	310	tRNA-5-methyluridine(54) 2-sulfurtransferase
GCA_000008085-CALJACFG_05510	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_05510	0.049	366	tRNA (guanine(6)-N2)-methyltransferase
GCA_000008085-CALJACFG_05520	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_05520	0.065	352	Phosphoadenosine phosphosulfate reductase
GCA_000008085-CALJACFG_05530	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_05530	0.035	226	Ribosome maturation protein SDO1
GCA_000008085-CALJACFG_05540	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_05540	0.04	245	hypothetical protein
GCA_000008085-CALJACFG_05550	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_05550	0.04	489	DNA double-strand break repair helicase HerA
GCA_000008085-CALJACFG_05560	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_05560	0.071	253	DNA polymerase
GCA_000008085-CALJACFG_05570	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_05570	0.037	133	hypothetical protein
GCA_000008085-CALJACFG_05580	GCA_000008085	CALJACFG_1	AE017199.1	GCA_000008085_contig_1	490885	490885	0.315	CALJACFG_05580	0.071	323	Large-conductance mechanosensitive channel MscMJLR
