target name	accession	query name	accession2	E-value_full_sequence	score_full_sequence	bias_full_sequence	E-value_best_first_domain	score_best_first_domain	bias_best_first_domain	exp	reg	clu	ov	env	dom	rep	inc	Description_target
GCA_000017945-FLGBHGLA_07020	-	ATP-synt_ab	PF00006.24	1.5e-69	230.9	0.0	1.9e-69	230.5	0.0	1.2	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_12090	-	Fe-ADH_2	PF13685.5	2.3e-69	230.8	0.0	2.9e-69	230.5	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_03510	-	Adenylsucc_synt	PF00709.20	8.1e-69	229.5	1.6	3.5e-34	115.4	0.1	3.0	1	1	2	3	3	3	3	-
GCA_000017945-FLGBHGLA_11230	-	SHMT	PF00464.18	1.3e-68	228.3	0.3	1.5e-68	228.1	0.3	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_00810	-	ELFV_dehydrog	PF00208.20	1.4e-68	228.1	1.7	2.2e-68	227.5	1.7	1.3	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_12970	-	POR_N	PF01855.18	2.2e-68	227.4	1.6	3.4e-68	226.8	1.6	1.3	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_04550	-	DUF1297	PF06973.11	1.5e-68	227.0	0.0	2.1e-68	226.5	0.0	1.2	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_07710	-	Meth_synt_2	PF01717.17	9.4e-68	225.8	0.0	1.1e-67	225.6	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_10890	-	3HCDH_N	PF02737.17	4.3e-68	225.7	2.0	7.6e-68	224.9	2.0	1.4	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_09930	-	Ribosomal_L3	PF00297.21	2e-67	224.7	0.3	3.3e-67	224.0	0.3	1.4	1	1	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_13690	-	ArsA_ATPase	PF02374.14	2.2e-67	224.4	0.0	2.5e-67	224.2	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_06010	-	PALP	PF00291.24	3.1e-67	224.0	4.0	3.7e-67	223.7	4.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_00470	-	Topoisom_bac	PF01131.19	4.3e-67	223.8	0.0	5.9e-67	223.4	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_11860	-	tRNA_deacylase	PF04414.11	2.7e-67	223.2	0.0	3.4e-67	222.9	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_06940	-	Pyr_redox_2	PF07992.13	5.3e-67	223.0	4.9	7.1e-67	222.6	4.9	1.2	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_14380	-	NAD_synthase	PF02540.16	3.6e-67	222.9	0.0	4.3e-67	222.7	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_02040	-	MS_channel	PF00924.17	7.8e-67	221.7	2.7	7.8e-67	221.7	2.7	2.2	3	0	0	3	3	3	1	-
GCA_000017945-FLGBHGLA_11090	-	POR_N	PF01855.18	1.3e-66	221.6	1.9	1.8e-66	221.1	1.9	1.2	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_13800	-	SPOUT_MTase_2	PF14419.5	8.3e-67	220.8	1.0	1.6e-66	219.8	1.0	1.5	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_02680	-	DUF885	PF05960.10	9.6e-66	220.4	6.3	2.8e-59	199.1	4.3	2.9	2	1	0	2	2	2	2	-
GCA_000017945-FLGBHGLA_11220	-	Topo-VIb_trans	PF09239.10	1.2e-65	217.1	0.1	2.3e-65	216.2	0.1	1.5	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_05780	-	Thi4	PF01946.16	1.6e-64	214.3	2.1	1.8e-64	214.1	2.1	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_05630	-	Proton_antipo_M	PF00361.19	5.4e-64	213.1	23.7	1.2e-63	212.0	23.7	1.5	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_08900	-	Ribosomal_S3Ae	PF01015.17	5.4e-64	212.6	2.0	6.1e-64	212.4	2.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_00870	-	ATP-grasp_2	PF08442.9	1e-63	211.5	3.7	3.2e-63	209.9	0.8	2.0	2	0	0	2	2	2	2	-
GCA_000017945-FLGBHGLA_14300	-	GTP_EFTU	PF00009.26	1.7e-63	210.7	0.0	2.4e-63	210.2	0.0	1.2	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_10180	-	TBP	PF00352.20	2.5e-64	210.2	0.5	1.9e-31	104.8	0.1	2.1	2	0	0	2	2	2	2	-
GCA_000017945-FLGBHGLA_09980	-	APS_kinase	PF01583.19	4e-63	209.0	0.0	4.6e-63	208.8	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_02430	-	AAA_3	PF07726.10	3.6e-63	208.2	0.1	5.4e-63	207.7	0.1	1.3	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_09710	-	DNA_ligase_A_M	PF01068.20	1.1e-62	208.2	0.0	1.9e-62	207.5	0.0	1.3	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_07070	-	Porphobil_deam	PF01379.19	1.5e-62	207.7	0.0	2.2e-62	207.2	0.0	1.2	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_02030	-	Asparaginase	PF00710.19	1.4e-62	207.6	0.1	2.2e-62	207.0	0.1	1.2	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_01120	-	Hist_deacetyl	PF00850.18	3.2e-61	204.4	0.0	5e-61	203.8	0.0	1.3	1	1	0	1	1	1	1	-
GCA_000008085-CALJACFG_02530	-	GatB_N	PF02934.14	5.2e-61	203.3	0.4	6.6e-61	203.0	0.4	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_03890	-	2-Hacid_dh_C	PF02826.18	3e-61	202.8	0.0	4.6e-61	202.2	0.0	1.3	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_05310	-	tRNA-synt_2d	PF01409.19	1.3e-60	201.9	0.0	2e-60	201.2	0.0	1.3	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_05720	-	GTP_EFTU	PF00009.26	1.2e-60	201.3	0.0	2.4e-60	200.4	0.0	1.5	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_02480	-	tRNA-synt_1	PF00133.21	2.7e-60	201.2	9.5	1.4e-33	113.0	0.1	3.7	3	1	0	3	3	3	3	-
GCA_000017945-FLGBHGLA_06550	-	GTP_cyclohydroI	PF01227.21	1.4e-60	200.7	0.0	1.6e-60	200.6	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_03570	-	Nop	PF01798.17	2.8e-60	200.6	0.2	1.1e-59	198.6	0.2	1.8	1	1	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_06980	-	RIO1	PF01163.21	4e-60	199.6	0.1	4e-60	199.6	0.1	1.6	2	0	0	2	2	2	1	-
GCA_000017945-FLGBHGLA_09470	-	DUF2208	PF09973.8	9e-60	199.1	2.9	1e-59	198.9	2.9	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_02470	-	RNA_pol_Rpb1_5	PF04998.16	2e-59	198.1	0.1	2.6e-59	197.7	0.1	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_06440	-	UDPG_MGDP_dh_N	PF03721.13	2.3e-59	197.1	0.1	7.7e-59	195.4	0.0	1.8	2	0	0	2	2	2	1	-
GCA_000017945-FLGBHGLA_02080	-	AAA_3	PF07726.10	2.1e-59	196.0	0.1	3.9e-59	195.2	0.1	1.4	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_02730	-	ATP-synt_ab	PF00006.24	1.7e-58	194.8	0.0	2.2e-58	194.3	0.0	1.2	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_01010	-	Peptidase_M24	PF00557.23	2.3e-58	194.3	0.0	3e-58	193.9	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_14210	-	PhosphMutase	PF10143.8	1.7e-58	194.2	0.0	3.1e-58	193.4	0.0	1.4	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_09070	-	Pyrophosphatase	PF00719.18	2.6e-58	193.3	1.4	2.9e-58	193.1	1.4	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_09990	-	Phosphodiest	PF01663.21	1.3e-57	192.9	0.1	1.6e-57	192.6	0.1	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_03100	-	ATPase	PF06745.12	6.8e-58	192.7	0.6	7.9e-58	192.5	0.6	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_04670	-	Proteasome	PF00227.25	4.8e-58	192.7	0.0	6.3e-58	192.4	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_07480	-	NDK	PF00334.18	3.7e-58	192.3	0.0	4.2e-58	192.1	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_10910	-	DUF655	PF04919.11	1.4e-57	191.5	0.3	1.7e-57	191.2	0.3	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_12370	-	SecY	PF00344.19	2.6e-57	191.3	14.0	2.6e-57	191.3	14.0	1.4	2	0	0	2	2	2	1	-
GCA_000017945-FLGBHGLA_09910	-	MMPL	PF03176.14	2.7e-57	191.1	14.5	2.3e-37	125.6	1.3	2.5	2	0	0	2	2	2	2	-
GCA_000017945-FLGBHGLA_14340	-	OTCace	PF00185.23	1.4e-57	191.1	0.0	2.8e-57	190.2	0.0	1.5	2	0	0	2	2	2	1	-
GCA_000017945-FLGBHGLA_11660	-	Csa1	PF06023.11	7.3e-57	189.9	0.0	1.5e-37	126.4	0.0	2.0	1	1	1	2	2	2	2	-
GCA_000017945-FLGBHGLA_13180	-	Ribosomal_L19e	PF01280.19	2.8e-57	189.8	8.9	3.3e-57	189.6	8.9	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_01490	-	Topo-VIb_trans	PF09239.10	5.1e-57	189.1	1.6	1.2e-56	187.9	1.6	1.7	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_08990	-	PhoH	PF02562.15	9.5e-57	188.7	0.1	1.4e-56	188.2	0.1	1.2	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_00680	-	Methyltr_RsmB-F	PF01189.16	1.4e-56	188.2	0.0	1.9e-56	187.8	0.0	1.2	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_01290	-	Helicase_RecD	PF05127.13	1.4e-56	188.1	0.0	2.5e-56	187.3	0.0	1.4	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_12580	-	UPF0051	PF01458.16	1.9e-56	188.1	0.0	2.4e-56	187.8	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_00880	-	GTP_EFTU	PF00009.26	2.2e-56	187.4	0.1	2.7e-56	187.2	0.1	1.1	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_03960	-	Ribosomal_L19e	PF01280.19	2.2e-56	186.9	11.0	2.4e-56	186.7	11.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_03420	-	Endonuclease_5	PF04493.13	3.7e-56	186.9	0.0	4.3e-56	186.6	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_03470	-	DUF655	PF04919.11	4e-56	186.8	7.8	1.5e-55	184.9	7.8	1.7	1	1	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_14200	-	AGOG	PF09171.9	6.8e-56	186.3	0.0	8.6e-56	185.9	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_11360	-	PNP_UDP_1	PF01048.19	1e-55	185.5	0.0	1.1e-55	185.3	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_11840	-	GTP_EFTU	PF00009.26	1.1e-55	185.2	0.0	1.5e-55	184.7	0.0	1.2	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_03630	-	Memo	PF01875.16	1.6e-55	185.1	0.0	1.9e-55	184.8	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_05620	-	Proton_antipo_M	PF00361.19	2.2e-55	184.8	29.7	2.2e-55	184.8	29.7	2.5	3	0	0	3	3	3	1	-
GCA_000017945-FLGBHGLA_01790	-	His_biosynth	PF00977.20	2e-55	184.7	0.1	2.2e-55	184.6	0.1	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_10100	-	Proteasome	PF00227.25	1.8e-55	184.3	0.4	2.1e-55	184.1	0.4	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_12070	-	DEAD_assoc	PF08494.10	3.1e-55	183.9	0.0	6e-55	183.0	0.0	1.5	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_03110	-	PDT	PF00800.17	3.8e-55	183.5	0.0	4.8e-55	183.2	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_05350	-	DNA_ligase_A_M	PF01068.20	5.4e-55	183.1	4.5	6.6e-55	182.9	3.0	2.0	2	0	0	2	2	2	1	-
GCA_000017945-FLGBHGLA_12490	-	ATP_bind_1	PF03029.16	3e-54	181.3	0.0	3.4e-54	181.1	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_05720	-	DFP	PF04127.14	2.3e-54	181.0	0.0	4.3e-54	180.1	0.0	1.5	2	0	0	2	2	2	1	-
GCA_000008085-CALJACFG_04800	-	TatD_DNase	PF01026.20	3.7e-54	180.7	0.1	4.4e-54	180.5	0.1	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_07120	-	Creatininase	PF02633.13	6.1e-54	179.8	0.0	7.5e-54	179.5	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_06680	-	HMGL-like	PF00682.18	1.1e-53	179.5	0.0	1.5e-53	178.9	0.0	1.3	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_07130	-	DNA_pol_B	PF00136.20	1.6e-53	179.0	4.0	3.4e-53	177.9	4.0	1.5	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_10050	-	PBP_like_2	PF12849.6	1.8e-53	179.0	0.5	2.2e-53	178.7	0.5	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_04840	-	Pyrophosphatase	PF00719.18	7.3e-54	178.9	1.0	8.2e-54	178.7	1.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_02300	-	DHO_dh	PF01180.20	3.2e-53	177.8	0.1	3.6e-53	177.6	0.1	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_12020	-	DUF2118	PF09891.8	1.5e-53	177.7	4.9	1.7e-53	177.6	4.9	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_01510	-	tRNA-synt_1	PF00133.21	4.1e-53	177.5	1.1	8.2e-41	136.8	0.5	3.6	2	1	0	2	2	2	2	-
GCA_000008085-CALJACFG_02000	-	PDT	PF00800.17	2.9e-53	177.4	0.4	6.1e-53	176.3	0.2	1.7	2	0	0	2	2	2	1	-
GCA_000008085-CALJACFG_00140	-	SLAC1	PF03595.16	5.8e-53	177.2	40.7	6.7e-53	177.0	40.7	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_10220	-	Epimerase	PF01370.20	4.1e-53	177.2	0.0	4.9e-53	177.0	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_12450	-	Isochorismatase	PF00857.19	5.1e-53	176.8	0.0	5.7e-53	176.6	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_06380	-	Proteasome	PF00227.25	4.6e-53	176.5	0.2	5.7e-53	176.2	0.2	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_06560	-	Spermine_synth	PF01564.16	4.5e-53	176.4	0.0	8.6e-53	175.5	0.0	1.4	2	0	0	2	2	2	1	-
GCA_000008085-CALJACFG_05160	-	Pyr_redox_2	PF07992.13	1.1e-52	176.1	1.3	1.3e-52	175.8	1.3	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_14180	-	Arginase	PF00491.20	1.2e-52	176.1	0.0	2.9e-52	174.8	0.0	1.5	1	1	0	1	1	1	1	-
GCA_000008085-CALJACFG_04240	-	DEAD_assoc	PF08494.10	8.7e-53	175.9	0.0	1.1e-52	175.6	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_08700	-	SAICAR_synt	PF01259.17	1.3e-52	175.9	0.3	1.6e-52	175.6	0.3	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_05200	-	Helicase_RecD	PF05127.13	8.2e-53	175.8	0.0	1.8e-52	174.7	0.0	1.6	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_05970	-	DUF2067	PF09840.8	8.6e-53	175.6	5.3	9.9e-53	175.4	5.3	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_13740	-	IGPS	PF00218.20	1.3e-52	175.5	0.0	1.6e-52	175.2	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_00230	-	Cas_Cas4	PF01930.16	1.2e-52	175.2	5.4	1.4e-52	175.0	5.4	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_05660	-	Methyltr_RsmB-F	PF01189.16	1.8e-52	174.8	0.0	2.3e-52	174.5	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_02870	-	Ribosomal_S19e	PF01090.18	1.2e-52	174.2	0.0	1.4e-52	174.0	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_04830	-	RIO1	PF01163.21	4.1e-52	173.4	0.1	5.2e-52	173.1	0.1	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_08970	-	Glyco_hydro_130	PF04041.12	7.1e-52	173.2	0.2	1.1e-51	172.7	0.2	1.2	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_09400	-	Pyr_redox_2	PF07992.13	9.6e-52	173.0	6.0	1.2e-51	172.6	6.0	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_11580	-	DNA_methylase	PF00145.16	1.4e-51	172.7	0.0	3.9e-34	115.4	0.0	2.1	1	1	0	2	2	2	2	-
GCA_000017945-FLGBHGLA_09060	-	tRNA-synt_His	PF13393.5	1.4e-51	172.6	0.1	1.9e-51	172.1	0.1	1.2	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_08210	-	ATP_bind_1	PF03029.16	2.6e-51	171.6	0.0	3.1e-51	171.4	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_01510	-	Ribosomal_L4	PF00573.21	1.8e-51	171.5	0.6	2.1e-51	171.3	0.6	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_04500	-	DUF99	PF01949.15	1.5e-51	171.4	0.0	1.6e-51	171.2	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_01810	-	Ham1p_like	PF01725.15	2.9e-51	170.8	0.0	3.2e-51	170.6	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_12990	-	TruD	PF01142.17	1.4e-50	169.3	0.0	4.3e-42	141.3	0.0	2.1	2	0	0	2	2	2	2	-
GCA_000008085-CALJACFG_05490	-	Proteasome	PF00227.25	1.4e-50	168.4	0.1	1.8e-50	168.0	0.1	1.2	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_03390	-	AIRC	PF00731.19	1.1e-50	168.0	0.5	1.3e-50	167.8	0.5	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_05670	-	Hist_deacetyl	PF00850.18	4.7e-50	167.8	0.1	5.9e-50	167.4	0.1	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_11670	-	Cas_Cas1	PF01867.15	3.2e-50	167.8	0.0	4.2e-50	167.4	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_04620	-	AMMECR1	PF01871.16	2.4e-50	167.4	0.0	2.7e-50	167.2	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_14690	-	Thy1	PF02511.14	3.5e-50	167.4	0.0	4.3e-50	167.1	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_10310	-	FeoB_N	PF02421.17	2.1e-50	167.3	0.0	4.2e-50	166.3	0.0	1.5	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_11300	-	TPP_enzyme_N	PF02776.17	6e-50	166.1	0.2	1.4e-49	165.0	0.2	1.6	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_02010	-	AA_kinase	PF00696.27	1.3e-49	165.9	0.0	1.3e-48	162.6	0.0	2.1	2	0	0	2	2	2	1	-
GCA_000017945-FLGBHGLA_08940	-	QueC	PF06508.12	1.2e-49	165.6	0.0	1.4e-49	165.4	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_10970	-	NTPase_1	PF03266.14	1.2e-49	165.4	0.0	1.4e-49	165.2	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_10660	-	adh_short_C2	PF13561.5	1.9e-49	165.3	0.0	2.7e-49	164.8	0.0	1.2	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_01770	-	T2SSE	PF00437.19	2.5e-49	164.7	0.0	3.9e-49	164.1	0.0	1.2	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_06270	-	AMMECR1	PF01871.16	1.9e-49	164.4	0.0	2.3e-49	164.2	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_10390	-	T2SSE	PF00437.19	3.4e-49	164.3	0.0	7e-49	163.2	0.0	1.4	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_14140	-	NiFeSe_Hases	PF00374.18	6e-49	164.2	1.4	5.2e-24	81.9	0.1	3.5	2	1	0	3	3	3	3	-
GCA_000017945-FLGBHGLA_03050	-	UDG	PF03167.18	2.6e-49	164.1	0.0	3.2e-49	163.9	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_03230	-	Met_10	PF02475.15	3.9e-49	164.0	0.1	7.1e-49	163.2	0.1	1.4	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_05910	-	Asn_synthase	PF00733.20	1.9e-48	162.9	0.0	2.5e-48	162.5	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_08300	-	IGPD	PF00475.17	8.7e-49	162.5	0.4	1e-48	162.2	0.4	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_07790	-	HisG	PF01634.17	9.2e-49	162.4	0.1	1.6e-48	161.6	0.0	1.4	2	0	0	2	2	2	1	-
GCA_000017945-FLGBHGLA_04340	-	PcrB	PF01884.16	1.5e-48	162.2	0.0	1.8e-48	161.9	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_01950	-	Ribosomal_S19e	PF01090.18	7e-49	162.0	0.2	8e-49	161.8	0.2	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_04070	-	Lyase_1	PF00206.19	2.4e-48	162.0	0.0	4.6e-48	161.1	0.0	1.3	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_07530	-	BPD_transp_2	PF02653.15	1.8e-48	161.9	28.4	1.8e-48	161.9	28.4	1.3	2	0	0	2	2	2	1	-
GCA_000008085-CALJACFG_04450	-	RNA_pol_Rpb1_5	PF04998.16	3.3e-48	161.4	6.4	9.6e-48	159.8	6.4	1.6	1	1	0	1	1	1	1	-
GCA_000008085-CALJACFG_05420	-	AGOG	PF09171.9	9.7e-48	159.6	6.5	7e-40	133.8	2.5	2.1	1	1	1	2	2	2	2	-
GCA_000017945-FLGBHGLA_14390	-	DUF460	PF04312.12	4.8e-48	159.4	0.5	2.2e-47	157.2	0.0	2.4	3	0	0	3	3	3	1	-
GCA_000017945-FLGBHGLA_02500	-	Ribosom_S12_S23	PF00164.24	3.5e-48	158.9	1.6	5.5e-48	158.3	1.6	1.3	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_01560	-	SNO	PF01174.18	1.5e-47	158.8	0.0	1.7e-47	158.6	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_08120	-	Diphthami_syn_2	PF01902.16	1.5e-47	158.8	0.0	1.7e-47	158.6	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_06390	-	Pyr_redox_2	PF07992.13	2e-47	158.7	3.7	2.4e-47	158.5	3.7	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_14620	-	FbpA	PF05833.10	4.2e-47	157.9	6.7	6.1e-47	157.3	6.7	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_01840	-	Ribosomal_S11	PF00411.18	1.8e-47	157.3	2.3	2.2e-47	157.0	2.3	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_13960	-	QRPTase_C	PF01729.18	4.2e-47	157.0	0.1	5.3e-47	156.7	0.1	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_00570	-	MS_channel	PF00924.17	8.2e-47	156.4	2.0	1.1e-46	155.9	2.0	1.2	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_01960	-	Aminotran_4	PF01063.18	1.5e-46	156.0	0.0	1.8e-46	155.7	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_10870	-	Carb_kinase	PF01256.16	1.3e-46	156.0	0.0	2e-46	155.4	0.0	1.3	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_14630	-	ATP-grasp	PF02222.21	8.5e-47	155.8	0.0	1.4e-46	155.2	0.0	1.3	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_14470	-	CPSase_sm_chain	PF00988.21	5.5e-47	155.7	0.0	9.1e-47	155.0	0.0	1.4	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_04370	-	Rib_5-P_isom_A	PF06026.13	1.8e-46	154.8	0.0	2.1e-46	154.6	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_00120	-	Archease	PF01951.15	2.5e-46	154.3	0.7	2.7e-46	154.2	0.7	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_09150	-	Phos_pyr_kin	PF08543.11	4.2e-46	154.3	0.3	5.8e-46	153.8	0.3	1.1	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_05090	-	Na_Ca_ex	PF01699.23	3.2e-46	154.0	34.0	1.5e-23	80.4	8.2	2.0	2	0	0	2	2	2	2	-
GCA_000008085-CALJACFG_03870	-	UDG	PF03167.18	5.9e-46	153.2	0.0	7.2e-46	153.0	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_02920	-	NTP_transferase	PF00483.22	1e-45	153.2	0.0	1.2e-45	153.0	0.0	1.1	1	0	0	1	1	1	1	-
