GCA_000008085-CALJACFG_04730	IPR012091; IPR012962; IPR024079	Peptidase M54, archaemetzincin, archaeal/bacterial; Peptidase M54, archaemetzincin; Metallopeptidase, catalytic domain superfamily	PF07998	Peptidase family M54	GO:0006508|GO:0008237|GO:0008270; GO:0008270; GO:0008270; GO:0006508|GO:0008237|GO:0008270; GO:0008270; GO:0008237	-
GCA_000008085-CALJACFG_04740	IPR036603; IPR033901; IPR011263; IPR036643; IPR011262	RNA polymerase, RBP11-like subunit; DNA-directed RNA polymerases I and III subunit AC40; DNA-directed RNA polymerase, RpoA/D/Rpb3-type; DNA-directed RNA polymerase, insert domain superfamily; DNA-directed RNA polymerase, insert domain	PF01193; PF01000	RNA polymerase Rpb3/Rpb11 dimerisation domain; RNA polymerase Rpb3/RpoA insert domain	GO:0006351|GO:0046983; GO:0003899|GO:0006351; GO:0003899|GO:0006351; GO:0006351|GO:0046983; GO:0003899|GO:0006351|GO:0046983	-
GCA_000008085-CALJACFG_04750	IPR036390; IPR011991; IPR004096; IPR024096; IPR036388	Winged helix DNA-binding domain superfamily; ArsR-like helix-turn-helix domain; 4-vinyl reductase, 4VR; NO signalling/Golgi transport ligand-binding domain superfamily; Winged helix-like DNA-binding domain superfamily	PF13412; PF02830	Winged helix-turn-helix DNA-binding; V4R domain	-	-
GCA_000008085-CALJACFG_04760	IPR026326; IPR002478; IPR004521; IPR020103; IPR032819; IPR004802; IPR015947; IPR012960; IPR002501	Probable tRNA pseudouridine synthase B, archaeal; PUA domain; Uncharacterised domain CHP00451; Pseudouridine synthase, catalytic domain superfamily; tRNA pseudouridylate synthase B, C-terminal; tRNA pseudouridine synthase B family; PUA-like superfamily; Dyskerin-like; Pseudouridine synthase II, N-terminal	PF16198; PF01472; PF08068; PF01509	tRNA pseudouridylate synthase B C-terminal domain; PUA domain; DKCLD (NUC011) domain; TruB family pseudouridylate synthase (N terminal domain)	GO:0006396; GO:0003723; GO:0003723; GO:0001522|GO:0003723|GO:0009451|GO:0009982; GO:0003723; GO:0006396; GO:0006396; GO:0003723; GO:0006396	-
GCA_000008085-CALJACFG_04770	IPR002823	Protein of unknown function DUF112, transmembrane	PF01970	Tripartite tricarboxylate transporter TctA family	-	-
GCA_000008085-CALJACFG_04780	IPR002823	Protein of unknown function DUF112, transmembrane	PF01970	Tripartite tricarboxylate transporter TctA family	-	-
GCA_000008085-CALJACFG_04790	IPR014729; IPR029038; IPR033911; IPR002547; IPR015413; IPR001412; IPR012340; IPR009080	Rossmann-like alpha/beta/alpha sandwich fold; Methionyl-tRNA synthetase, Zn-domain; Methioninyl-tRNA synthetase core domain; tRNA-binding domain; Methionyl/Leucyl tRNA synthetase; Aminoacyl-tRNA synthetase, class I, conserved site; Nucleic acid-binding, OB-fold; Aminoacyl-tRNA synthetase, class Ia, anticodon-binding	PF01588; PF09334	Putative tRNA binding domain; tRNA synthetases class I (M)	GO:0004825|GO:0006431; GO:0004825|GO:0006431; GO:0004825|GO:0006431; GO:0004825|GO:0006431; GO:0004825|GO:0006431; GO:0000049; GO:0000166|GO:0004812|GO:0005524|GO:0006418; GO:0000166|GO:0004812|GO:0005524|GO:0006418; GO:0000166|GO:0004812|GO:0005524|GO:0006418; GO:0000049; GO:0000166|GO:0004812|GO:0005524|GO:0006418	-
GCA_000008085-CALJACFG_04800	IPR001130; IPR032466	TatD family; Metal-dependent hydrolase	PF01026	TatD related DNase	GO:0016788; GO:0016788; GO:0016788; GO:0016788	-
GCA_000008085-CALJACFG_04810	-	-	-	-	-	-
GCA_000008085-CALJACFG_04820	IPR036249; IPR002109; IPR012336	Thioredoxin-like superfamily; Glutaredoxin; Thioredoxin-like fold	PF13192	Thioredoxin domain	GO:0009055|GO:0015035|GO:0045454	-
GCA_000008085-CALJACFG_04830	IPR000719; IPR000687; IPR011009	Protein kinase domain; RIO kinase; Protein kinase-like domain superfamily	PF01163	RIO1 family	GO:0004672|GO:0005524|GO:0006468; GO:0004674|GO:0005524	-
GCA_000008085-CALJACFG_04840	IPR008162; IPR036649	Inorganic pyrophosphatase; Inorganic pyrophosphatase superfamily	PF00719	Inorganic pyrophosphatase	GO:0000287|GO:0004427|GO:0005737|GO:0006796; GO:0000287|GO:0004427|GO:0005737|GO:0006796; GO:0000287|GO:0004427|GO:0005737|GO:0006796; GO:0000287|GO:0004427|GO:0005737|GO:0006796; GO:0000287|GO:0004427|GO:0005737|GO:0006796; GO:0000287|GO:0004427|GO:0005737|GO:0006796; GO:0000287|GO:0004427|GO:0005737|GO:0006796	-
GCA_000008085-CALJACFG_04850	-	-	-	-	-	-
GCA_000008085-CALJACFG_04860	IPR030484; IPR000687; IPR015285; IPR036390; IPR036388; IPR000719; IPR011009	Serine/threonine-protein kinase Rio2; RIO kinase; RIO2 kinase winged helix domain, N-terminal; Winged helix DNA-binding domain superfamily; Winged helix-like DNA-binding domain superfamily; Protein kinase domain; Protein kinase-like domain superfamily	PF09202; PF01163	Rio2, N-terminal; RIO1 family	GO:0004672; GO:0004674|GO:0005524; GO:0004674|GO:0005524|GO:0006468; GO:0004672|GO:0005524|GO:0006468	-
GCA_000008085-CALJACFG_04870	IPR013646; IPR012675; IPR006073; IPR031167; IPR012676; IPR004095; IPR027417	Uncharacterised GTP-binding protein, C-terminal; Beta-grasp domain superfamily; GTP binding domain; OBG-type guanine nucleotide-binding (G) domain; TGS-like; TGS; P-loop containing nucleoside triphosphate hydrolase	PF08438; PF01926; PF02824	GTPase of unknown function C-terminal; 50S ribosome-binding GTPase; TGS domain	GO:0005525; GO:0005525; GO:0005525; GO:0005525; GO:0005525; GO:0005525	-
GCA_000008085-CALJACFG_04880	IPR036866; IPR030879; IPR011108; IPR001279; IPR001587	Ribonuclease Z/Hydroxyacylglutathione hydrolase-like; Ribonuclease J, archaea; Zn-dependent metallo-hydrolase, RNA specificity domain; Metallo-beta-lactamase; Ribonuclease J, conserved site	PF07521; PF00753	Zn-dependent metallo-hydrolase RNA specificity domain; Metallo-beta-lactamase superfamily	GO:0003723|GO:0004534|GO:0090503	-
GCA_000008085-CALJACFG_04890	IPR001892; IPR019977; IPR027437; IPR018269; IPR010979	Ribosomal protein S13; Ribosomal protein S13, archaeal; 30s ribosomal protein S13, C-terminal; Ribosomal protein S13, conserved site; Ribosomal protein S13-like, H2TH	PF00416	Ribosomal protein S13/S18	GO:0003723|GO:0003735|GO:0005622|GO:0005840|GO:0006412; GO:0003723|GO:0003735|GO:0005622|GO:0005840|GO:0006412; GO:0003723|GO:0003735|GO:0005622|GO:0005840|GO:0006412; GO:0003723|GO:0003735|GO:0005622|GO:0005840|GO:0006412; GO:0003723|GO:0003735|GO:0005840|GO:0006412; GO:0003676; GO:0003723|GO:0003735|GO:0005622|GO:0005840|GO:0006412	-
GCA_000008085-CALJACFG_04900	-	-	-	-	-	-
GCA_000008085-CALJACFG_04910	IPR001047; IPR020919; IPR018283; IPR022309	Ribosomal protein S8e; Ribosomal protein S8e, archaeal; Ribosomal protein S8e, conserved site; Ribosomal protein S8e/ribosomal biogenesis NSA2	PF01201	Ribosomal protein S8e	GO:0003735|GO:0005622|GO:0005840|GO:0006412; GO:0003735|GO:0005622|GO:0005840|GO:0006412; GO:0003735|GO:0005622|GO:0005840|GO:0006412; GO:0003735|GO:0005622|GO:0005840|GO:0006412	-
GCA_000008085-CALJACFG_04920	-	-	-	-	-	-
GCA_000008085-CALJACFG_04930	-	-	-	-	-	-
GCA_000008085-CALJACFG_04940	-	-	-	-	-	-
GCA_000008085-CALJACFG_04950	IPR029052; IPR004843	Metallo-dependent phosphatase-like; Calcineurin-like phosphoesterase domain, ApaH type	PF00149	Calcineurin-like phosphoesterase	GO:0016787	-
GCA_000008085-CALJACFG_04960	IPR037103; IPR024757; IPR018316; IPR000158; IPR036525; IPR003008; IPR008280	Tubulin/FtsZ, C-terminal domain superfamily; Cell division protein FtsZ, C-terminal; Tubulin/FtsZ, 2-layer sandwich domain; Cell division protein FtsZ; Tubulin/FtsZ, GTPase domain superfamily; Tubulin/FtsZ, GTPase domain; Tubulin/FtsZ, C-terminal	PF12327; PF00091	FtsZ family, C-terminal domain; Tubulin/FtsZ family, GTPase domain	GO:0005525; GO:0005525; GO:0003924; GO:0003924; GO:0003924; GO:0003924; GO:0003924; GO:0005525; GO:0003924	-
GCA_000008085-CALJACFG_04970	IPR003593; IPR004201; IPR003338; IPR003960; IPR005938; IPR003959; IPR015415; IPR027417; IPR029067; IPR009010	AAA+ ATPase domain; CDC48, domain 2; CDC48, N-terminal subdomain; ATPase, AAA-type, conserved site; AAA ATPase, CDC48 family; ATPase, AAA-type, core; Vps4 oligomerisation, C-terminal; P-loop containing nucleoside triphosphate hydrolase; CDC48 domain 2-like superfamily; Aspartate decarboxylase-like domain superfamily	PF02933; PF02359; PF00004; PF09336	Cell division protein 48 (CDC48), domain 2; Cell division protein 48 (CDC48), N-terminal domain; ATPase family associated with various cellular activities (AAA); Vps4 C terminal oligomerisation domain	GO:0005524; GO:0016787; GO:0005524; GO:0005524; GO:0005524	-
GCA_000008085-CALJACFG_04980	-	-	-	-	-	-
GCA_000008085-CALJACFG_04990	-	-	-	-	-	-
GCA_000008085-CALJACFG_05000	-	-	-	-	-	-
GCA_000008085-CALJACFG_05010	IPR000876; IPR005824; IPR013845; IPR002942; IPR038237; IPR014722; IPR013843	Ribosomal protein S4e; KOW; Ribosomal protein S4e, central region; RNA-binding S4 domain; Ribosomal protein S4e, central domain superfamily; Ribosomal protein L2, domain 2; Ribosomal protein S4e, N-terminal	PF01479; PF08071; PF00900	S4 domain; RS4NT (NUC023) domain; Ribosomal family S4e	GO:0003735|GO:0005622|GO:0005840|GO:0006412; GO:0003723; GO:0003723; GO:0003735|GO:0005622|GO:0005840|GO:0006412; GO:0003723; GO:0003735|GO:0005622|GO:0005840|GO:0006412; GO:0003723	-
GCA_000008085-CALJACFG_05020	IPR004531; IPR005147; IPR009061; IPR005146; IPR020825	Phenylalanyl-tRNA synthetase, class IIc, beta subunit, archae/euk cytosolic; tRNA synthetase, B5-domain; Putative DNA-binding domain superfamily; B3/B4 tRNA-binding domain; Phenylalanyl-tRNA synthetase, B3/B4	PF03483	B3/4 domain	GO:0000166|GO:0004826|GO:0005524|GO:0005737|GO:0006432; GO:0000287|GO:0003723|GO:0005524|GO:0006432; GO:0000287|GO:0003723|GO:0005524|GO:0006432; GO:0003723|GO:0004826; GO:0003723|GO:0004826	-
GCA_000008085-CALJACFG_05030	IPR002222; IPR023575; IPR020934; IPR005713	Ribosomal protein S19/S15; Ribosomal protein S19, superfamily; Ribosomal protein S19 conserved site; Ribosomal protein S19A/S15e	PF00203	Ribosomal protein S19	GO:0003735|GO:0005840|GO:0006412; GO:0003735|GO:0005840|GO:0006412; GO:0003735|GO:0005840|GO:0006412; GO:0003735|GO:0005840|GO:0006412; GO:0003735|GO:0005840|GO:0006412; GO:0003735|GO:0005840|GO:0006412; GO:0003735|GO:0005840|GO:0006412; GO:0003735|GO:0005840|GO:0006412; GO:0003723; GO:0003735|GO:0005840|GO:0006412; GO:0003735|GO:0006412|GO:0015935	-
GCA_000008085-CALJACFG_05040	IPR027488; IPR036419; IPR001351; IPR015946; IPR005703; IPR009019	Ribosomal protein S3, archaeal; Ribosomal protein S3, C-terminal domain superfamily; Ribosomal protein S3, C-terminal; K homology domain-like, alpha/beta; Ribosomal protein S3, eukaryotic/archaeal; K homology domain superfamily, prokaryotic type	PF00189	Ribosomal protein S3, C-terminal domain	GO:0003735|GO:0006412|GO:0015935; GO:0003735|GO:0005840|GO:0006412; GO:0003735|GO:0005840|GO:0006412; GO:0003735|GO:0006412|GO:0015935; GO:0003723; GO:0003735|GO:0005840|GO:0006412	-
GCA_000008085-CALJACFG_05050	IPR016481; IPR036388; IPR002853; IPR017919; IPR036390; IPR024550	Transcription factor TFE, archaea; Winged helix-like DNA-binding domain superfamily; Transcription initiation factor IIE subunit alpha, N-terminal; Transcription factor TFE/TFIIEalpha HTH domain; Winged helix DNA-binding domain superfamily; TFIIEalpha/SarR/Rpc3 HTH domain	PF02002	TFIIE alpha subunit	GO:0006355; GO:0006367; GO:0006355; GO:0043565	-
GCA_000008085-CALJACFG_05060	-	-	-	-	-	-
GCA_000008085-CALJACFG_05070	-	-	-	-	-	-
GCA_000008085-CALJACFG_05080	-	-	-	-	-	-
GCA_000008085-CALJACFG_05090	IPR004837; IPR004481	Sodium/calcium exchanger membrane region; Sodium/potassium/calcium exchanger	PF01699	Sodium/calcium exchanger protein	GO:0016021|GO:0055085; GO:0016021|GO:0055085	-
GCA_000008085-CALJACFG_05100	IPR009068; IPR023029; IPR000589; IPR012606	S15/NS1, RNA-binding; Ribosomal protein S15P; Ribosomal protein S15; Ribosomal protein S13/S15, N-terminal	PF00312; PF08069	Ribosomal protein S15; Ribosomal S13/S15 N-terminal domain	GO:0003735|GO:0005622|GO:0005840|GO:0006412; GO:0003735|GO:0005622|GO:0005840|GO:0006412; GO:0003735|GO:0005840|GO:0006412; GO:0003735|GO:0005622|GO:0005840|GO:0006412; GO:0003735|GO:0005840|GO:0006412	-
GCA_000008085-CALJACFG_05110	IPR021131; IPR022947; IPR036227	Ribosomal protein L18e/L15P; Ribosomal protein L18e, archaea; Ribosomal L18e/L15P superfamily	PF00828	Ribosomal proteins 50S-L15, 50S-L18e, 60S-L27A	-	-
GCA_000008085-CALJACFG_05120	-	-	-	-	-	-
GCA_000008085-CALJACFG_05130	-	-	-	-	-	-
GCA_000008085-CALJACFG_05140	-	-	-	-	-	-
GCA_000008085-CALJACFG_05150	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase	PF13489	Methyltransferase domain	-	-
GCA_000008085-CALJACFG_05160	IPR023753; IPR036188; IPR000103; IPR008255	FAD/NAD(P)-binding domain; FAD/NAD(P)-binding domain superfamily; Pyridine nucleotide-disulphide oxidoreductase, class-II; Pyridine nucleotide-disulphide oxidoreductase, class-II, active site	PF07992	Pyridine nucleotide-disulphide oxidoreductase	GO:0016491|GO:0055114; GO:0016491|GO:0055114; GO:0016491|GO:0055114; GO:0016491|GO:0055114; GO:0016491|GO:0055114; GO:0016491|GO:0055114; GO:0016491|GO:0055114; GO:0016491|GO:0055114; GO:0016491|GO:0055114; GO:0016491|GO:0055114	-
GCA_000008085-CALJACFG_05170	-	-	-	-	-	-
GCA_000008085-CALJACFG_05180	IPR017861; IPR000905; IPR034680	Kae1/TsaD family; Gcp-like domain; tRNA N6-adenosine threonylcarbamoyltransferase Kae1/OSGEP	PF00814	Glycoprotease family	GO:0000408|GO:0002949	-
GCA_000008085-CALJACFG_05190	IPR013785; IPR027596; IPR007197; IPR016431; IPR006638	Aldolase-type TIM barrel; AmmeMemoRadiSam system radical SAM enzyme; Radical SAM; Pyruvate-formate lyase-activating enzyme, predicted; Elp3/MiaB/NifB	PF13353; PF04055	4Fe-4S single cluster domain; Radical SAM superfamily	GO:0003824; GO:0003824|GO:0051536; GO:0003824|GO:0051536; GO:0003824|GO:0051536	-
GCA_000008085-CALJACFG_05200	IPR032672; IPR013562; IPR007807; IPR000182; IPR014001; IPR027417	TmcA/NAT10/Kre33; tRNA(Met) cytidine acetyltransferase TmcA, N-terminal; Helicase domain; GNAT domain; Helicase superfamily 1/2, ATP-binding domain; P-loop containing nucleoside triphosphate hydrolase	PF08351; PF05127; PF13718	Domain of unknown function (DUF1726); Helicase; GNAT acetyltransferase 2	GO:0008080	-
GCA_000008085-CALJACFG_05210	IPR036925; IPR005225; IPR027417; IPR015760; IPR009000; IPR000795; IPR004544; IPR023115; IPR029459	Translation initiation factor IF-2, domain 3 superfamily; Small GTP-binding protein domain; P-loop containing nucleoside triphosphate hydrolase; Translation initiation factor IF- 2; Translation protein, beta-barrel domain superfamily; Transcription factor, GTP-binding domain; Translation initiation factor aIF-2, archaea; Translation initiation factor IF- 2, domain 3; Elongation factor Tu-type domain	PF11987; PF14578; PF00009	Translation-initiation factor 2; Elongation factor Tu domain 4; Elongation factor Tu GTP binding domain	GO:0005525; GO:0003924|GO:0005525; GO:0003924|GO:0005525; GO:0003924|GO:0005525; GO:0003924|GO:0005525; GO:0003743|GO:0005525|GO:0005622|GO:0006413; GO:0003743|GO:0005525|GO:0005622|GO:0006413; GO:0003924|GO:0005525; GO:0003924|GO:0005525	-
GCA_000008085-CALJACFG_05220	-	-	-	-	-	-
GCA_000008085-CALJACFG_05230	IPR036974; IPR005155	PUA domain superfamily; Ribosome biogenesis factor NIP7-like	PF03657	Uncharacterised protein family (UPF0113)	GO:0003723	-
GCA_000008085-CALJACFG_05240	IPR013373; IPR013320	Flagellin/pilin, N-terminal; Concanavalin A-like lectin/glucanase domain superfamily	PF13385	Concanavalin A-like lectin/glucanases superfamily	-	-
GCA_000008085-CALJACFG_05250	IPR004175; IPR014051; IPR009097	RNA 2',3'-cyclic phosphodiesterase; Phosphoesterase, HXTX; Cyclic phosphodiesterase	PF02834	LigT like Phosphoesterase	GO:0004113|GO:0008664; GO:0004113|GO:0008664; GO:0004113|GO:0008664	-
GCA_000008085-CALJACFG_05260	IPR002523	Mg2+ transporter protein, CorA-like/Zinc transport protein ZntB	PF01544	CorA-like Mg2+ transporter protein	GO:0016020|GO:0030001|GO:0046873|GO:0055085	-
GCA_000008085-CALJACFG_05270	-	-	-	-	-	-
GCA_000008085-CALJACFG_05280	-	-	-	-	-	-
GCA_000008085-CALJACFG_05290	IPR038120; IPR012758; IPR007080; IPR006592; IPR007083; IPR000722; IPR007066; IPR007081	RNA polymerase Rpb1, funnel domain superfamily; DNA-directed RNA polymerase subunit A' (Rpo1N); RNA polymerase Rpb1, domain 1; RNA polymerase, N-terminal; RNA polymerase Rpb1, domain 4; RNA polymerase, alpha subunit; RNA polymerase Rpb1, domain 3; RNA polymerase Rpb1, domain 5	PF04997; PF05000; PF00623; PF04983; PF04998	RNA polymerase Rpb1, domain 1; RNA polymerase Rpb1, domain 4; RNA polymerase Rpb1, domain 2; RNA polymerase Rpb1, domain 3; RNA polymerase Rpb1, domain 5	GO:0003677|GO:0003899|GO:0006351|GO:0008270; GO:0003677|GO:0003899|GO:0006351; GO:0003677|GO:0003899|GO:0006351; GO:0003677|GO:0003899|GO:0006351; GO:0003677|GO:0003899|GO:0006351; GO:0003677|GO:0003899|GO:0006351; GO:0003677|GO:0003899|GO:0006351	-
GCA_000008085-CALJACFG_05300	IPR008532	Domain of unknown function DUF814	PF05670	Domain of unknown function (DUF814)	-	-
GCA_000008085-CALJACFG_05310	IPR002319; IPR036388; IPR036390; IPR006195	Phenylalanyl-tRNA synthetase; Winged helix-like DNA-binding domain superfamily; Winged helix DNA-binding domain superfamily; Aminoacyl-tRNA synthetase, class II	PF01409	tRNA synthetases class II core domain (F)	GO:0000049|GO:0004812|GO:0005524|GO:0005737|GO:0043039	-
GCA_000008085-CALJACFG_05320	IPR029040	RNA polymerase subunit RPABC4/transcription elongation factor Spt4	-	-	-	-
GCA_000008085-CALJACFG_05330	IPR035913; IPR000783; IPR020609; IPR039531	RPB5-like RNA polymerase subunit superfamily; RNA polymerase, subunit H/Rpb5 C-terminal; Archaeal RpoH /eukaryotic RPB5 RNA polymerase subunit; DNA-directed RNA polymerase subunit Rpb5-like	PF01191	RNA polymerase Rpb5, C-terminal domain	GO:0003677|GO:0003899|GO:0006351; GO:0003677|GO:0003899|GO:0006351; GO:0003677|GO:0003899|GO:0006351	-
GCA_000008085-CALJACFG_05340	IPR001865; IPR023591; IPR005707; IPR023454	Ribosomal protein S2; Ribosomal protein S2, flavodoxin-like domain superfamily; Ribosomal protein S2, eukaryotic/archaeal; Ribosomal protein S2, archaeal	PF00318	Ribosomal protein S2	GO:0003735|GO:0005622|GO:0005840|GO:0006412; GO:0003735|GO:0006412|GO:0015935; GO:0003735|GO:0006412|GO:0015935; GO:0003735|GO:0005622|GO:0005840|GO:0006412; GO:0003735|GO:0005622|GO:0005840|GO:0006412; GO:0003735|GO:0005622|GO:0005840|GO:0006412; GO:0003735|GO:0005622|GO:0005840|GO:0006412; GO:0003735|GO:0005622|GO:0005840|GO:0006412; GO:0003735|GO:0005622|GO:0005840|GO:0006412; GO:0003735|GO:0005622|GO:0005840|GO:0006412; GO:0003735|GO:0005622|GO:0005840|GO:0006412; GO:0003735|GO:0005622|GO:0005840|GO:0006412	-
GCA_000008085-CALJACFG_05350	IPR012308; IPR012310; IPR012340; IPR036599; IPR012309; IPR000977; IPR022865	DNA ligase, ATP-dependent, N-terminal; DNA ligase, ATP-dependent, central; Nucleic acid-binding, OB-fold; DNA ligase, ATP-dependent, N-terminal domain superfamily; DNA ligase, ATP-dependent, C-terminal; DNA ligase, ATP-dependent; DNA ligase, ATP-dependent, bacterial/archaeal	PF04675; PF01068; PF04679	DNA ligase N terminus; ATP dependent DNA ligase domain; ATP dependent DNA ligase C terminal region	GO:0003677|GO:0003910|GO:0006281|GO:0006310; GO:0003910|GO:0005524|GO:0006281|GO:0006310; GO:0003677|GO:0003910|GO:0006281|GO:0006310; GO:0003677|GO:0003910|GO:0006281|GO:0006310; GO:0003910|GO:0006281|GO:0006310; GO:0003910|GO:0005524|GO:0006281|GO:0006310; GO:0003910|GO:0005524|GO:0006281|GO:0006310|GO:0071897; GO:0003910	-
GCA_000008085-CALJACFG_05360	-	-	-	-	-	-
GCA_000008085-CALJACFG_05370	-	-	-	-	-	-
GCA_000008085-CALJACFG_05380	IPR011650; IPR002933; IPR036264	Peptidase M20, dimerisation domain; Peptidase M20; Bacterial exopeptidase dimerisation domain	PF07687; PF01546	Peptidase dimerisation domain; Peptidase family M20/M25/M40	GO:0016787	-
GCA_000008085-CALJACFG_05390	IPR033186; IPR008571; IPR002789; IPR027417	Helicase HerA-like C-terminal; Helicase HerA; Helicase HerA, central domain; P-loop containing nucleoside triphosphate hydrolase	PF05872; PF01935	Bacterial protein of unknown function (DUF853); Domain of unknown function DUF87	-	-
GCA_000008085-CALJACFG_05400	IPR036113; IPR003837	Glu-tRNAGln amidotransferase superfamily, subunit C; Glu-tRNAGln amidotransferase C subunit	PF02686	Glu-tRNAGln amidotransferase C subunit	GO:0006450; GO:0006450	-
GCA_000008085-CALJACFG_05410	-	-	-	-	-	-
GCA_000008085-CALJACFG_05420	IPR011257; IPR016544; IPR015254; IPR023170	DNA glycosylase; N-glycosylase/DNA lyase; N-glycosylase/DNA lyase-like; Helix-turn-helix, base-excision DNA repair, C-terminal	PF09171	N-glycosylase/DNA lyase	GO:0003824|GO:0006281; GO:0000702|GO:0003906|GO:0006284; GO:0000702|GO:0003906|GO:0006284; GO:0003906|GO:0016799; GO:0003906|GO:0016799	-
GCA_000008085-CALJACFG_05430	IPR002777; IPR009053	Prefoldin beta-like; Prefoldin	PF01920	Prefoldin subunit	GO:0006457|GO:0016272|GO:0051082	-
GCA_000008085-CALJACFG_05440	-	-	-	-	-	-
GCA_000008085-CALJACFG_05450	IPR002769	Translation initiation factor IF6	PF01912	eIF-6 family	GO:0042256|GO:0043022; GO:0042256|GO:0043022; GO:0042256|GO:0043022	-
GCA_000008085-CALJACFG_05460	IPR001310; IPR036265; IPR011146; IPR019808; IPR039384	Histidine triad (HIT) protein; HIT-like superfamily; HIT-like domain; Histidine triad, conserved site; HINT family	PF01230	HIT domain	GO:0003824	-
GCA_000008085-CALJACFG_05470	IPR012675	Beta-grasp domain superfamily	-	-	-	-
GCA_000008085-CALJACFG_05480	-	-	-	-	-	-
GCA_000008085-CALJACFG_05490	IPR001353; IPR019982; IPR029055; IPR000426; IPR023332	Proteasome, subunit alpha/beta; Proteasome alpha subunit, archaeal; Nucleophile aminohydrolases, N-terminal; Proteasome alpha-subunit, N-terminal domain; Proteasome alpha-type subunit	PF00227; PF10584	Proteasome subunit; Proteasome subunit A N-terminal signature	GO:0004298|GO:0005839|GO:0051603; GO:0004298|GO:0005839|GO:0051603; GO:0004175|GO:0006511|GO:0019773; GO:0004175|GO:0006511|GO:0019773; GO:0004298|GO:0005839|GO:0051603	-
GCA_000008085-CALJACFG_05500	IPR011063; IPR035107; IPR000541; IPR014729	tRNA(Ile)-lysidine/2-thiocytidine synthase, N-terminal; tRNA thiolation protein, TtcA/Ctu1 type; Cytoplasmic tRNA 2-thiolation protein 1; Rossmann-like alpha/beta/alpha sandwich fold	PF01171	PP-loop family	GO:0008033; GO:0000049|GO:0002098|GO:0034227	-
GCA_000008085-CALJACFG_05510	IPR004114; IPR000241; IPR002052; IPR029063	THUMP domain; Putative RNA methylase domain; DNA methylase, N-6 adenine-specific, conserved site; S-adenosyl-L-methionine-dependent methyltransferase	PF02926; PF01170	THUMP domain; Putative RNA methylase family UPF0020	GO:0003723; GO:0003723; GO:0003723; GO:0003676|GO:0008168|GO:0032259	-
GCA_000008085-CALJACFG_05520	IPR002500; IPR014729	Phosphoadenosine phosphosulphate reductase; Rossmann-like alpha/beta/alpha sandwich fold	PF01507	Phosphoadenosine phosphosulfate reductase family	GO:0003824; GO:0003824	-
GCA_000008085-CALJACFG_05530	IPR036786; IPR018978; IPR037188; IPR035647; IPR002140; IPR039100; IPR019783	Ribosome maturation protein SBDS, N-terminal domain superfamily; Ribosome maturation protein SBDS, C-terminal; Ribosome maturation protein Sdo1/SBDS, central domain superfamily; EF-G domain III/V-like; Ribosome maturation protein Sdo1/SBDS; Ribosome maturation protein Sdo1/SBDS-like; Ribosome maturation protein SBDS, N-terminal	PF09377; PF01172	SBDS protein C-terminal domain; Shwachman-Bodian-Diamond syndrome (SBDS) protein	GO:0042254; GO:0042256; GO:0042256	-
GCA_000008085-CALJACFG_05540	IPR036895	Uracil-DNA glycosylase-like domain superfamily	-	-	-	-
GCA_000008085-CALJACFG_05550	IPR008571; IPR027417; IPR002789	Helicase HerA; P-loop containing nucleoside triphosphate hydrolase; Helicase HerA, central domain	PF01935	Domain of unknown function DUF87	-	-
GCA_000008085-CALJACFG_05560	IPR023211; IPR006134; IPR030934	DNA polymerase, palm domain superfamily; DNA-directed DNA polymerase, family B, multifunctional domain; Intein C-terminal splicing region	PF00136	DNA polymerase family B	GO:0000166|GO:0003677	-
GCA_000008085-CALJACFG_05570	IPR007404	LexA-binding, inner membrane-associated putative hydrolase	PF04307	LexA-binding, inner membrane-associated putative hydrolase	-	-
GCA_000008085-CALJACFG_05580	IPR006685; IPR010920; IPR011014; IPR011066	Mechanosensitive ion channel MscS; LSM domain superfamily; Mechanosensitive ion channel MscS, transmembrane-2; Mechanosensitive ion channel MscS, C-terminal	PF00924	Mechanosensitive ion channel	GO:0016020|GO:0055085; GO:0016020; GO:0016020	-
GCA_000008085-CALJACFG_05590	IPR001515; IPR036351	Ribosomal protein L32e; Ribosomal protein L32e superfamily	PF01655	Ribosomal protein L32	GO:0003735|GO:0005622|GO:0005840|GO:0006412; GO:0003735|GO:0005622|GO:0005840|GO:0006412; GO:0003735|GO:0005622|GO:0005840|GO:0006412; GO:0003735|GO:0005622|GO:0005840|GO:0006412; GO:0003735|GO:0005622|GO:0005840|GO:0006412	-
GCA_000008085-CALJACFG_05600	-	-	-	-	-	-
GCA_000008085-CALJACFG_05610	-	-	-	-	-	-
GCA_000008085-CALJACFG_05620	-	-	-	-	-	-
GCA_000008085-CALJACFG_05630	-	-	-	-	-	-
GCA_000008085-CALJACFG_05640	IPR022285; IPR025246	Conserved hypothetical protein CHP03879, regulatory domain, putative; Transposase IS30-like HTH domain	PF13936	Helix-turn-helix domain	-	-
